Official_ID,Centroid_Lat_deg_N,Centroid_Lon_deg_E,Drainage_Area_km2,Elevation_m,Gravelius,Aspect_deg,Slope_deg,Land_Use_Forest_frac,Land_Use_Grass_frac,Land_Use_Wetland_frac,Land_Use_Water_frac,Land_Use_Urban_frac,Land_Use_Shrubs_frac,Land_Use_Crops_frac,Land_Use_Snow_Ice_frac,Permeability_logk_m2,Porosity_frac
08FF001,54.048719999999996,-128.6905,1993.88,829.6,1.6071,281.1525,21.9405,0.7181,0.1242,0.0,0.0125,0.0026,0.0736,0.0,0.069,-13.7233065269468,0.028431196052898997
08FF002,54.06405,-128.6026,353.148,940.4,1.4155,307.5841,22.7707,0.7363,0.1325,0.0,0.0062,0.0001,0.0631,0.0,0.0618,-14.053741868661401,0.012023809378598998
08FF003,54.136390000000006,-128.69,179.59900000000002,760.9,1.3673,126.6547,25.1692,0.6882,0.1361,0.0,0.0048,0.0,0.1158,0.0,0.0552,-13.507407647592,0.039629630813444
08GA041,50.22361,-123.5778,1100.0,1499.3,1.5998,258.4218,24.2398,0.3486,0.2061,0.0,0.0133,0.0012,0.0593,0.0,0.3715,-14.078523866282199,0.011073825330842
08GA054,49.72889,-123.1056,334.0,1120.0,1.4129,269.865,20.272000000000002,0.7779,0.0542,0.0,0.0081,0.0114,0.040999999999999995,0.0,0.1075,-13.8757734249548,0.04907216531099701
08GA061,49.356159999999996,-123.0999,3.4224,493.0,1.1853,254.7679,21.1911,0.6284,0.033,0.0,0.0,0.3086,0.03,0.0,0.0,-14.1000003814697,0.009999999776483
08GA071,50.11403,-123.4284,1200.0,1484.5,1.6702,335.8334,24.3947,0.3563,0.2033,0.0,0.013000000000000001,0.0017,0.0599,0.0,0.3658,-14.078656097263401,0.011067213783047
08GA072,50.07991,-123.0356,297.07599999999996,1612.6,1.5792,11.6764,23.3195,0.4562,0.1668,0.0,0.0231,0.0007,0.0506,0.0,0.3026,-14.2982496516188,0.064879649320793
08GA075,49.72595,-123.1021,283.65,1168.6,1.7005,285.3068,21.4597,0.7767,0.0612,0.0,0.0081,0.0,0.0441,0.0,0.1099,-14.029837083705402,0.04473193473506099
08GA077,49.5203,-123.00399999999999,62.9598,971.4,1.3622,190.8211,26.2477,0.9289,0.0218,0.0,0.013000000000000001,0.0,0.0317,0.0,0.0047,-14.2122452210407,0.028367346494782005
08GA079,49.497170000000004,-122.9691,82.9364,926.8,1.4071,183.9231,26.2677,0.9423,0.0174,0.0,0.0122,0.0,0.0246,0.0,0.0036,-14.2193801643312,0.029534883262922
08GB013,49.78719,-123.4204,147.155,1203.3,1.3453,240.2443,28.5874,0.5385,0.1228,0.0,0.0188,0.0,0.0879,0.0,0.23199999999999998,-14.330000261826902,0.047636362961069996
08GC008,50.0975,-124.6161,96.7784,819.4,1.5122,214.8751,26.6678,0.8293,0.0695,0.0,0.0023,0.0,0.0962,0.0,0.0027,-14.1000003814697,0.009999999776483
08GD004,50.98636,-124.9186,5676.3198,1645.4,1.7703,69.34899999999999,21.8406,0.3703,0.2967,0.0,0.0194,0.0008,0.0342,0.0,0.2786,-14.129598547174199,0.043447303013798996
08GD005,51.37444,-124.7619,1960.0,1668.5,1.7656,197.7124,19.0949,0.4795,0.3055,0.0,0.0294,0.0015,0.0434,0.0,0.1407,-14.172481402225198,0.07531790037581401
08GD006,51.26611,-124.8869,4070.0,1688.2,1.5808,77.8594,21.3926,0.4073,0.3354,0.0,0.0217,0.001,0.0343,0.0,0.2004,-14.1382201134259,0.055990144736321
08GD007,51.408609999999996,-124.9317,1550.0,1729.4,1.8767,78.0466,22.7839,0.3666,0.3835,0.0,0.0164,0.0007,0.027999999999999997,0.0,0.2048,-14.108461479838601,0.048414010103001996
08GD008,51.67322,-124.4072,486.29400000000004,1452.5,1.4008,253.5397,9.1417,0.7452,0.1721,0.0,0.0169,0.0048,0.0507,0.0,0.0103,-14.123653290306198,0.057950065744142
08GE002,51.14478,-125.5944,5779.54,1511.2,1.9568,99.6532,19.6626,0.3568,0.3246,0.0,0.0147,0.0008,0.0611,0.0,0.2419,-13.9654918026492,0.026208676773807
08GE003,51.22761,-125.6715,23.166999999999998,1453.2,1.2789,82.0734,28.4839,0.3366,0.138,0.0,0.0,0.0,0.0417,0.0,0.4838,-14.1000003814697,0.009999999776483
08GF006,50.796890000000005,-126.0096,36.9387,801.7,1.5269,292.2112,26.7462,0.8856,0.0988,0.0,0.0053,0.0,0.0084,0.0,0.0019,-14.1000003814697,0.009999999776483
08GF007,51.102779999999996,-126.475,698.1460000000001,1005.5,1.8074,257.4961,25.9493,0.513,0.23600000000000002,0.0,0.0198,0.0,0.1185,0.0,0.1127,-13.9850832269995,0.015745856402987
08HA001,48.87836,-123.7046,354.69300000000004,641.7,1.7959,140.3506,13.9788,0.9003,0.0302,0.0,0.0037,0.0024,0.062,0.0014,0.0,-14.9052632249388,0.099229322434788
08HA003,48.72783,-123.6708,226.334,458.5,1.9029,104.1128,10.8781,0.8609,0.0117,0.0,0.0039,0.0194,0.0748,0.0293,0.0,-12.988427340453699,0.087418399977799
08HA010,48.576229999999995,-124.3114,578.379,546.8,1.7241,302.5852,17.2253,0.8777,0.0266,0.0,0.0046,0.0029,0.0882,0.0,0.0,-13.7201634309231,0.037482518177384
08HA016,48.78922,-123.7255,20.1198,214.5,1.446,188.0134,5.301,0.6940000000000001,0.0198,0.0,0.0,0.1469,0.0995,0.0398,0.0,-15.1999998092651,0.189999997615814
08HA068,48.57835,-124.1057,2.8834,613.7,1.2945,17.8151,19.5621,0.9451,0.0,0.0,0.0,0.0,0.0549,0.0,0.0,-14.1000003814697,0.009999999776483
08HA070,48.71938,-124.2261,28.0275,608.5,1.2513,139.0286,19.3615,0.966,0.0112,0.0,0.0,0.0,0.0228,0.0,0.0,-13.2255814130916,0.09744186240226699
08HB014,48.8925,-124.9694,162.261,414.2,1.8607,313.5441,19.7861,0.929,0.0197,0.0,0.0101,0.0066,0.0346,0.0,0.0,-13.214462969914,0.057190084529748
08HB032,49.17739,-123.969,96.976,325.4,1.4082,70.5822,7.7951,0.6227,0.0189,0.0,0.0259,0.1861,0.1273,0.0189,0.0,-13.7359154056495,0.135774648735221
08HB048,48.91556,-124.9978,10.3293,330.1,1.5858,333.6735,19.8698,0.993,0.0069,0.0,0.0,0.0,0.0001,0.0,0.0,-12.900000095367401,0.07000000262633001
08HB074,49.57878,-125.214,213.0,920.1,1.3202,81.5022,27.3998,0.626,0.2085,0.0,0.0248,0.0007,0.0968,0.0,0.0432,-12.5640000152588,0.08680000342428701
08HB075,49.73658,-125.0857,44.2178,380.0,1.4163,105.8789,7.1758,0.7312,0.0404,0.0,0.0057,0.0252,0.1921,0.0053,0.0,-14.3378787329703,0.136969696448156
08HB086,49.25083,-125.5833,38.5999,681.0,1.4007,258.4621,29.6849,0.8982,0.0538,0.0,0.0016,0.0,0.0464,0.0,0.0,-12.6271186602318,0.08762712192611201
08HB089,49.80881,-125.195,86.8141,565.3,1.3659,78.4509,9.4628,0.7861,0.0654,0.0,0.0077,0.0016,0.1392,0.0,0.0,-13.087878776319098,0.103333335595601
08HC002,49.70843,-126.0986,186.757,873.6,1.7679,324.7216,25.8574,0.8394,0.094,0.0,0.0322,0.0,0.025,0.0,0.0094,-13.5250002384186,0.040428572573832
08HD004,49.965,-125.5861,1150.0,985.7,1.849,351.1104,25.044,0.6799,0.1861,0.0,0.0757,0.0032,0.025,0.0,0.0302,-12.7269614333679,0.083599006678273
08HD011,49.89458,-125.2418,301.862,915.5,1.5956,56.5106,15.9882,0.7077,0.1832,0.0,0.0139,0.0104,0.0758,0.0,0.0089,-13.2259824890237,0.114759827297034
08HD015,50.09042,-125.6782,268.306,838.0,1.8925,44.4918,19.3417,0.9149,0.0417,0.0,0.0113,0.0,0.0307,0.0,0.0013,-12.539024399548,0.088048783971406
08HE009,50.29013,-127.6979,33.3118,467.8,1.4356,287.6962,21.9316,0.8491,0.0133,0.0,0.0,0.0,0.1375,0.0,0.0,-12.983018983085199,0.065849059032944
08HF004,50.44036,-126.5785,364.615,779.0,1.9369999999999998,322.7048,22.3441,0.8998,0.0368,0.0,0.0067,0.002,0.0537,0.0,0.001,-13.341354924302301,0.04793226539278501
08HF005,50.21483,-126.6108,783.1110000000001,718.3,1.641,301.8659,20.8959,0.8494,0.0648,0.0,0.0295,0.0023,0.0498,0.0,0.0042,-13.4683769906239,0.048805720341227994
08HF006,50.66933,-128.1684,64.3938,204.1,1.7529,335.3317,10.9449,0.9053,0.0204,0.0,0.0029,0.0113,0.0602,0.0,0.0,-12.1896908062021,0.076701032324243
08HF012,50.7345,-127.8822,22.2817,386.6,1.265,322.65,6.0027,0.9396,0.0257,0.0,0.0082,0.0,0.0264,0.0,0.0,-13.615151781024402,0.034242425170360004
08HF013,50.51245,-127.84200000000001,16.2923,315.2,1.4729,214.1564,13.8504,0.8855,0.0444,0.0,0.0,0.0,0.0701,0.0,0.0,-15.1999998092651,0.189999997615814
08JA002,53.625,-125.7333,4450.0,1019.5,1.9837,85.9841,4.5842,0.7703,0.1138,0.0,0.03,0.0038,0.08199999999999999,0.0,0.0,-12.5,0.19063637121157198
08JA005,53.755559999999996,-126.7,1420.0,927.2,2.0407,32.5865,4.2699,0.77,0.068,0.0,0.0786,0.0,0.0835,0.0,0.0,-13.3250000062196,0.102391306067938
08JA010,53.56389,-124.86,13900.0,900.8,1.3505,213.075,3.5039999999999996,0.7112,0.1169,0.0,0.0874,0.008,0.0765,0.0,0.0,-12.5,0.090000003576279
08JA014,53.26333,-125.4083,150.0,1270.0,1.5023,337.0395,5.7397,0.8462,0.0992,0.0008,0.0019,0.0026,0.0493,0.0,0.0,-13.011969216541901,0.068146720658053
08JA029,53.662659999999995,-126.9904,5.9766,1307.2,1.2761,27.0424,12.0261,0.9311,0.0689,0.0,0.0,0.0,0.0,0.0,0.0,-13.9727271686901,0.144545454870571
08JB002,54.0078,-125.0089,4019.6299,969.7,2.5971,78.7644,5.9009,0.7177,0.0961,0.0,0.0958,0.0102,0.079,0.0,0.0013,-12.732923369653001,0.09951552766616499
08JB003,54.085069999999995,-124.6009,6552.1299,950.2,2.4992,193.4709,5.8934,0.7433,0.0788,0.0,0.0837,0.0127,0.0807,0.0,0.0008,-12.906830760165699,0.089231549075925
08JB012,54.178059999999995,-125.4889,771.0,934.6,1.7677,255.4276,5.4275,0.7624,0.0705,0.0,0.0449,0.0206,0.1015,0.0,0.0,-12.849444521798,0.08849206680934599
08JC005,53.808890000000005,-122.9889,3390.0,932.5,1.9732,140.8678,4.1223,0.7022,0.1369,0.0,0.0291,0.0087,0.1092,0.0139,0.0,-13.347475949588599,0.073209405944419
08JC013,53.941109999999995,-124.1069,342.0,936.9,1.5628,25.2265,3.1892,0.6796,0.1687,0.0002,0.048,0.0103,0.0932,0.0,0.0,-5.89892976218407,0.018822630556921002
08JD006,55.97614,-126.6777,403.0,1138.4,1.8377,112.6023,10.9319,0.8507,0.0798,0.0,0.0156,0.0,0.051,0.0,0.0029,-13.949137867377901,0.12906404002684302
08JE001,54.41686,-124.2706,14212.4004,971.3,2.6781,182.332,6.5434,0.8192,0.0346,0.0001,0.0885,0.0017,0.0551,0.0,0.0009,-14.4597065717284,0.114030584141283
08JE004,54.61081,-124.2478,430.784,845.1,1.8377,232.701,3.0322,0.8274,0.073,0.0005,0.0135,0.0037,0.0819,0.0,0.0,-14.1102634197135,0.145214979313366
08JE005,54.90028,-125.1381,881.0,975.1,2.2769,217.4831,5.5816,0.8359,0.008,0.0001,0.0946,0.0,0.0614,0.0,0.0,-14.534773307886699,0.145389516489638
08KA001,53.30925,-120.249,408.80300000000005,1877.7,1.4280000000000002,34.8807,25.5589,0.4222,0.2413,0.0042,0.0015,0.0001,0.0928,0.0,0.2379,-13.541554560754001,0.230044850261022
08KA003,53.253330000000005,-120.0561,785.0,1716.2,2.1064,208.8501,21.8307,0.5455,0.2543,0.0054,0.0065,0.0014,0.094,0.0023,0.0905,-13.237697516643,0.235876606637156
08KA004,54.078669999999995,-121.8504,17955.8008,1470.3,2.6455,352.469,17.8681,0.696,0.1398,0.0026,0.0124,0.0037,0.0698,0.005,0.0706,-13.5981779907557,0.18310731619235396
08KA005,53.301719999999996,-120.1409,6886.4199,1774.8,2.1375,313.406,22.3399,0.5192,0.2369,0.0029,0.0106,0.003,0.0697,0.0078,0.1499,-13.1700313609969,0.21759964827576603
08KA007,52.98628000000001,-119.0067,1709.7,1912.3,2.0918,258.389,21.0085,0.5004,0.3,0.0032,0.0167,0.0013,0.054000000000000006,0.0,0.1244,-13.4884865938279,0.200738599557621
08KA008,52.92,-118.8,458.0,1974.6,1.4493,228.2615,22.2894,0.3555,0.3872,0.0009,0.012,0.0001,0.0571,0.0,0.1871,-12.4475432480791,0.14973439884732
08KA009,53.44406,-120.2201,253.388,1796.0,1.4687,227.5375,22.9002,0.5241,0.2916,0.0037,0.0008,0.0,0.1048,0.0,0.075,-14.0934306351228,0.21267640394885998
08KA011,52.96111,-119.4581,534.0,1526.0,1.5098,9.6522,17.6478,0.6258,0.1863,0.004,0.0038,0.0115,0.0811,0.0118,0.0758,-13.834736878690698,0.146923977711744
08KA013,53.68167,-120.5914,1260.1801,1646.1,1.7125,259.892,18.6289,0.6297,0.2232,0.0026,0.0033,0.0,0.1048,0.0,0.0364,-13.900048299688098,0.21689372549670302
08KB001,54.00366999999999,-122.6247,32436.5996,1287.2,3.0833,342.0154,14.1634,0.731,0.1166,0.0021,0.0189,0.0047,0.0734,0.0047,0.0488,-13.595897192096801,0.151662275174223
08KB003,54.23117,-121.6687,4778.1201,1374.0,2.1076,274.8133,18.4032,0.6417,0.1954,0.0017,0.0143,0.0016,0.0797,0.0,0.0656,-12.909976215460699,0.172068017585749
08KB006,54.296780000000005,-120.9774,102.589,1377.8,1.3078,197.3713,20.6373,0.6511,0.2519,0.0006,0.0009,0.0026,0.0678,0.0,0.0251,-12.320115029126699,0.16948276340704502
08KC001,54.096419999999995,-122.6799,4232.6699,848.5,2.3339,101.4972,3.4494,0.8073,0.0528,0.0009,0.0465,0.0058,0.0844,0.0021,0.0003,-14.318832879272199,0.088512828257455
08KC002,54.094440000000006,-122.6861,181.0,729.4,1.4569,95.6631,2.2805,0.7025,0.0298,0.0005,0.0087,0.0386,0.2108,0.0091,0.0001,-15.875796178343899,0.115318469632014
08KC003,54.60528000000001,-123.2372,303.0,885.1,1.936,136.2145,3.52,0.8378,0.0385,0.0007,0.0414,0.0026,0.079,0.0,0.0001,-13.994849379490399,0.015257548871673
08KD001,53.261109999999995,-121.4139,458.0,1302.8,1.885,359.3071,15.7978,0.8426,0.0535,0.002,0.0444,0.0005,0.0525,0.0,0.0045,-14.610413737227,0.167690252599236
08KD003,54.06861,-122.4639,3110.0,1075.2,2.2892,23.1068,7.8212,0.8874,0.0227,0.0007,0.0173,0.0075,0.059000000000000004,0.0052,0.0,-14.0104044058881,0.078919334101206
08KD004,54.03611,-121.8792,3550.0,1167.6,2.4044,20.6241,11.6543,0.902,0.0221,0.0014,0.018000000000000002,0.0045,0.051,0.0,0.0011,-13.710316916856101,0.116117667856759
08KD006,54.045559999999995,-122.3731,2864.9099,1117.5,2.2147,22.7531,8.3242,0.8955,0.0251,0.0008,0.0152,0.0069,0.0557,0.0008,0.0,-14.091555095535501,0.081769837010664
08KD007,54.016940000000005,-122.1029,3332.5801,1210.4,2.4705,17.4643,12.4597,0.8985,0.0234,0.0012,0.0183,0.0045,0.0528,0.0,0.0013,-13.813153531612198,0.118336086099415
08KE005,52.60694,-122.4653,162.0,1024.3,1.7419,282.6717,5.7508,0.5923,0.1551,0.0002,0.0591,0.0875,0.0986,0.0062,0.0012,-14.126229750002699,0.049781420558202005
08KE009,53.155280000000005,-122.4761,1910.0,1141.3,1.7776,275.4169,7.8892,0.8035,0.0769,0.0005,0.0077,0.01,0.0991,0.0022,0.0,-14.1332253847169,0.08926094007079101
08KE014,53.426390000000005,-122.5889,658.0,1021.9,1.3824,268.5298,8.1196,0.8588,0.0232,0.0006,0.0052,0.0091,0.0843,0.0189,0.0,-14.0545687602861,0.051624365699321
08KE015,53.75666999999999,-122.6478,188.0,868.0,1.8962,297.7192,5.4142,0.8283,0.0313,0.0004,0.0064,0.0144,0.0541,0.065,0.0001,-16.1930817897965,0.111320752439634
08KE016,52.973890000000004,-122.5094,1554.58,1095.4,2.0253,85.7674,4.8998,0.7021,0.1606,0.0003,0.0117,0.0083,0.1014,0.0155,0.0,-12.924297569012198,0.100368028079857
08KE024,52.9149,-121.7675,127.09,1460.7,1.4496,267.284,12.3151,0.8835,0.0232,0.0002,0.0002,0.0005,0.0923,0.0,0.0,-14.1000003814697,0.009999999776483
08KE029,52.81111,-123.0222,169.0,1188.9,1.4339,123.4001,4.8842,0.7051,0.2125,0.0005,0.0013,0.0,0.0806,0.0001,0.0,-12.5,0.090000003576279
08KE034,52.831109999999995,-122.5403,99.1,1025.8,1.8031,102.0242,5.3177,0.5862,0.2265,0.0,0.0028,0.0066,0.1363,0.0416,0.0,-12.960736239614699,0.08570552399050599
08KE036,52.50806,-122.6786,629.0,1172.0,1.8088,126.9359,3.3828,0.7145,0.1685,0.0001,0.006999999999999999,0.0057,0.1043,0.0,0.0,-12.6237416905895,0.09207027870188801
08KF001,52.92916999999999,-123.5472,3240.0,1201.4,2.028,230.1547,4.3405,0.6683,0.19,0.0001,0.0169,0.0019,0.1226,0.0002,0.0,-12.603328810223598,0.093826208107905
08KG001,53.306419999999996,-122.8918,12429.7998,1163.2,2.2951,40.4092,4.3981,0.6833,0.1667,0.0001,0.0192,0.0031,0.1257,0.0018,0.0,-12.7000596357988,0.09609015785655001
08KG003,52.98611,-123.8028,992.0,1325.2,1.8511,70.4674,5.2957,0.725,0.0781,0.0,0.0036,0.0034,0.1899,0.0,0.0,-12.5,0.090000003576279
08KH001,52.61583,-121.5723,5965.0698,1296.9,2.2306,317.6654,13.5752,0.6889,0.0971,0.0011,0.0798,0.0033,0.0835,0.0083,0.0379,-14.4837722713546,0.10111494195027601
08KH003,52.666669999999996,-121.6708,3260.0,1463.8,2.2223,293.6523,17.868,0.7536,0.0874,0.0011,0.0303,0.0017,0.0626,0.0,0.0633,-14.9745932857601,0.126223986565635
08KH006,52.843059999999994,-122.2253,11546.7998,1269.4,2.1483,339.6094,13.1324,0.7121,0.0902,0.0009,0.0558,0.0046,0.0884,0.0115,0.0365,-14.526970980874902,0.11550843285554
08KH007,52.33167,-121.4128,2310.0,1295.8,1.8499,345.9105,11.0314,0.7278,0.1166,0.0004,0.0294,0.0042,0.1046,0.0129,0.0041,-14.1789855109144,0.11602842802215099
08KH008,52.373059999999995,-121.3136,422.0,1080.8,2.1459,346.3225,11.2362,0.7643,0.0214,0.0,0.1644,0.0043,0.0413,0.0038,0.0004,-14.862040036498101,0.157709028444138
08KH010,52.29139,-121.0669,789.84,1502.0,1.8159999999999998,318.1639,18.7661,0.748,0.1501,0.0009,0.0222,0.0021,0.0667,0.0,0.0101,-14.6193344627054,0.10581616359495699
08KH013,52.729440000000004,-121.4347,2870.0,1440.8,2.3546,1.3168,17.0393,0.8682,0.0307,0.0005,0.0214,0.0001,0.0776,0.0,0.0015,-14.695122160562699,0.062362803827699
08KH014,52.84333,-120.7417,245.0,1623.6,1.5455,186.0098,22.1654,0.4762,0.1668,0.0025,0.0892,0.0,0.0671,0.0,0.1981,-15.678435901895002,0.163104262918022
08KH019,52.31556,-121.4081,547.675,1201.4,2.1167,316.6516,3.8044,0.5967,0.1995,0.0002,0.0294,0.0055,0.1496,0.019,0.0,-13.404618946013802,0.10265589072896
08KH022,52.37389,-120.7222,144.0,1690.5,1.4521,343.2623,21.7828,0.6717,0.2454,0.0022,0.0079,0.0,0.0639,0.0,0.0089,-14.562605060449199,0.12016806616095699
08KH025,52.365559999999995,-121.3553,416.0,1080.8,2.1459,346.3225,11.2362,0.7643,0.0214,0.0,0.1644,0.0043,0.0413,0.0038,0.0004,-14.862040036498101,0.157709028444138
08KH029,52.78306,-120.7378,6.2877,1303.8,1.3714,0.5461,17.2632,0.9113,0.018000000000000002,0.005,0.0192,0.0,0.0421,0.0,0.0044,-16.5,0.119999997317791
08KH030,52.791940000000004,-120.7497,183.72099999999998,1563.1,1.3533,303.4919,21.9979,0.6929,0.1416,0.0041,0.0097,0.0,0.0961,0.0,0.0556,-15.293939417058802,0.11969696781174699
08KH031,52.444309999999994,-121.4181,2758.4299,1235.3,1.8195,336.7712,10.6214,0.7306,0.0987,0.0003,0.0494,0.0045,0.0957,0.0178,0.003,-14.241655317509801,0.12138095217632301
08LA001,51.65572,-120.066,10325.7998,1355.2,2.4901,262.1246,12.287,0.6999,0.0967,0.0009,0.054000000000000006,0.0063,0.0874,0.0074,0.0474,-13.804827476179302,0.06362687744167
08LA004,51.979440000000004,-120.1036,1380.0,1517.6,2.0697,191.1579,14.4351,0.6603,0.1376,0.0013,0.0885,0.0003,0.0847,0.0,0.0273,-13.8976508442584,0.020974058010563
08LA007,52.13889,-120.1917,2950.0,1605.8,1.6389,75.0763,20.2973,0.5374,0.1821,0.0019,0.0425,0.0,0.0851,0.0,0.1511,-14.3579823517099,0.067752235216989
08LA008,51.931940000000004,-120.2414,4710.0,1188.7,2.1136,271.7614,7.1789,0.7582,0.0478,0.0003,0.0638,0.0124,0.1018,0.0155,0.0003,-13.4694895897733,0.08040680807817799
08LA009,52.34861,-120.2639,2380.0,1663.3,1.5630000000000002,300.7712,21.8563,0.4839,0.1998,0.0022,0.0366,0.0,0.0928,0.0,0.1847,-14.430160603208499,0.079534578263709
08LA013,52.42167,-120.3239,904.0,1690.6,1.7624,307.3719,22.0887,0.4609,0.1672,0.0026,0.0428,0.0,0.0787,0.0,0.2478,-15.0480393348288,0.093396357394995
08LA018,52.675,-120.1028,162.0,1794.3,2.0272,230.4868,20.7311,0.4145,0.1907,0.0024,0.0045,0.0,0.1011,0.0,0.2869,-15.4608187257198,0.146959064473883
08LA022,51.85028,-121.0258,174.0,1048.1,2.5238,55.7926,7.6817,0.7368,0.0414,0.0001,0.0324,0.0128,0.1576,0.0189,0.0,-13.651515405828302,0.038121212973739
08LA025,51.676390000000005,-121.1875,228.0,1124.3,2.3974,205.5801,7.3602,0.652,0.0399,0.0,0.1078,0.0138,0.1457,0.0408,0.0,-12.5,0.090000003576279
08LA027,51.58761,-120.9208,364.999,1219.6,2.2871,265.0434,5.7247,0.6966,0.0237,0.0,0.1265,0.0282,0.0874,0.0376,0.0,-12.5640000152588,0.08680000342428701
08LA028,51.62278,-120.6722,79.3629,1506.2,1.4725,265.3962,11.0106,0.9258,0.0151,0.0,0.0036,0.0,0.0554,0.0,0.0,-14.5134919560145,0.153015872360104
08LB017,51.63889,-119.9667,764.0,1401.6,1.8198,187.2595,13.6908,0.8195,0.0301,0.001,0.0067,0.0008,0.141,0.0006,0.0003,-14.0135498205424,0.023898587228478
08LB020,51.18802,-120.1265,1144.37,1280.2,1.51,205.0898,14.5802,0.7784,0.0673,0.0021,0.0187,0.0068,0.1237,0.0028,0.0002,-14.0142780028437,0.053915226476748
08LB022,51.18611,-120.1514,17700.0,1380.3,2.2216,250.7467,14.088,0.6897,0.0992,0.0014,0.039,0.0061,0.1062,0.0073,0.0511,-13.8520580771984,0.071691085445983
08LB024,51.12203,-120.2089,143.014,1267.0,1.6366,119.4408,8.2385,0.4228,0.226,0.0015,0.0119,0.003,0.3348,0.0,0.0,-15.5964286412512,0.09638392706567998
08LB038,52.116690000000006,-119.3019,272.223,1510.3,1.6116,164.0031,20.3917,0.5774,0.2066,0.0028,0.0081,0.0005,0.16899999999999998,0.0,0.0356,-14.1000003814697,0.009999999776483
08LB047,51.601859999999995,-119.9144,4487.23,1525.9,2.3382,269.2888,19.9681,0.6265,0.1395,0.0031,0.0101,0.0042,0.1213,0.0022,0.0932,-13.9319088559247,0.09218890351977302
08LB064,51.040929999999996,-120.2405,19612.0,1366.7,2.426,242.9424,14.0587,0.6919,0.0985,0.0014,0.0365,0.0064,0.1111,0.0078,0.0463,-13.9252072135934,0.071786371258704
08LB069,51.245329999999996,-119.9377,624.121,1430.9,1.5011,177.3685,16.8256,0.7574,0.0945,0.0027,0.0122,0.0021,0.1306,0.0,0.0004,-14.187551317409598,0.03556122432976
08LB076,51.35438,-119.8816,166.0,1592.0,1.4314,180.1748,18.9213,0.7621,0.1101,0.0006,0.0015,0.0005,0.12300000000000001,0.0,0.0023,-14.021739489790301,0.014746376785678998
08LB077,52.255,-119.1786,267.0,1874.1,1.4494,226.6344,25.893,0.4384,0.2482,0.0049,0.0036,0.0004,0.0913,0.0,0.2131,-14.3660636875964,0.022194569639659004
08LB083,50.88472,-120.2878,230.0,1330.0,1.4179,127.8077,8.6354,0.7818,0.0433,0.0002,0.006,0.002,0.1629,0.0038,0.0,-15.9261904841378,0.11377976009333901
08LC034,50.24194,-118.6472,145.0,1310.2,1.5962,47.6769,11.6705,0.8006,0.0492,0.0026,0.0062,0.005,0.1211,0.0154,0.0,-14.788209790225599,0.062969431687781
08LC040,50.28432,-118.947,70.8671,1082.5,1.4443,148.4461,10.2926,0.8191,0.0306,0.0009,0.0007,0.0099,0.131,0.0074,0.0004,-16.1859813583231,0.105607474275003
08LD001,50.93759,-119.6563,3205.23,1259.7,2.5598,267.6633,16.9819,0.7408,0.0747,0.0007,0.0518,0.0028,0.0916,0.0021,0.0355,-13.924383764714598,0.04368735163331101
08LD006,50.92167,-119.6447,104.0,1114.6,1.4875,117.6923,12.3744,0.9326,0.0036,0.0005,0.0029,0.0066,0.0393,0.0145,0.0,-14.869231028434598,0.045256409244851
08LE001,50.50083,-119.5619,228.0,1239.5,1.5797,262.107,10.6849,0.7991,0.0391,0.0001,0.011000000000000001,0.0124,0.1194,0.0189,0.0,-13.692000083923302,0.07908571568450799
08LE005,50.79722,-119.6508,279.0,1218.6,1.5830000000000002,325.8645,11.4817,0.7015,0.0747,0.0044,0.0035,0.0143,0.1792,0.0223,0.0,-14.9782223807441,0.070355554715627
08LE024,50.93634,-118.8017,932.325,1376.2,1.6604,234.2325,23.1021,0.7043,0.1205,0.0042,0.0086,0.0046,0.1183,0.0023,0.0371,-13.762050162392,0.064916899596751
08LE027,51.26222,-118.9464,805.05,1389.7,1.8872,244.127,19.1187,0.6714,0.1442,0.0014,0.0127,0.0009,0.1008,0.0,0.0686,-13.748720247650098,0.09322400290519
08LE031,50.76311,-119.7431,15819.7998,1195.3,2.478,273.4804,15.2694,0.7364,0.0696,0.0014,0.0441,0.0092,0.1013,0.0221,0.016,-14.183777418465299,0.053710995411725
08LE069,50.65333,-119.9594,16600.0,1183.9,2.2315,281.7448,15.0281,0.7254,0.0759,0.0014,0.0431,0.01,0.1057,0.0229,0.0156,-14.131889858682802,0.054874130814409006
08LE075,50.28889,-119.9556,143.0,1279.6,2.1074,240.2363,8.7543,0.7305,0.1503,0.0003,0.0167,0.0,0.1005,0.0017,0.0,-13.0848739688136,0.08974790175547098
08LE077,50.91317,-119.5328,23.7662,1291.7,1.6306,190.9386,11.2589,0.8792,0.0034,0.0007,0.0,0.0,0.1167,0.0,0.0,-15.017647294437198,0.052058822365806
08LE088,50.63472,-119.3875,1400.0,1131.1,2.0042,134.2503,10.5643,0.6457,0.1399,0.0004,0.0088,0.0098,0.1516,0.0438,0.0,-14.034042620453802,0.08535989229565201
08LE094,50.509170000000005,-119.5694,224.0,1239.5,1.5797,262.107,10.6849,0.7991,0.0391,0.0001,0.011000000000000001,0.0124,0.1194,0.0189,0.0,-13.692000083923302,0.07908571568450799
08LF022,50.42083,-121.3417,54600.0,1251.2,2.1859,263.5438,12.3083,0.6709,0.1425,0.0009,0.0356,0.0116,0.1017,0.0155,0.0212,-13.8282168475304,0.06786264735265
